"Series Description","Bank credit, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Securities in bank credit, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Treasury and agency securities, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Other securities, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Loans and leases in bank credit, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Commercial and industrial loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Real estate loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Real estate loans: Residential real estate loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Real estate loans: Residential real estate loans: Revolving home equity loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Real estate loans: Residential real estate loans: Closed-end residential loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Real estate loans: Commercial real estate loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Consumer loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Consumer loans: Credit cards and other revolving plans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Consumer loans: Other consumer loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Other loans and leases: All other loans and leases, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","LESS: Allowance for loan and lease losses, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Cash assets, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Total fed funds sold and securities purchased under agreements to resell, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Loans to commercial banks, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Other assets, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Total assets, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Deposits, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Large time deposits, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Other deposits, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Borrowings, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Other liabilities, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Total liabilities, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)"
1986Q1,12.5,23.8,8.0,50.1,9.2,4.4,12.6,,,,,6.9,,,17.0,,1.5,,-8.8,2.5,10.7,6.1,8.7,,20.2,2.4,10.0
1986Q2,6.9,5.9,11.5,-2.7,7.2,5.1,11.8,,,,,6.4,,,3.0,,15.5,,33.1,-2.7,6.7,7.8,-7.2,,7.8,0.0,6.3
1986Q3,11.3,22.8,21.1,25.6,7.8,4.6,13.7,,,,,8.1,,,0.5,,10.7,,28.5,-12.2,9.4,10.2,3.4,,20.5,-2.3,9.7
1986Q4,9.5,11.4,16.9,3.0,8.9,8.7,14.4,,,,,6.7,,,-1.0,,15.6,,19.5,-6.8,8.8,9.7,1.6,,10.5,-4.5,9.3
1987Q1,11.5,8.1,15.8,-4.3,12.6,15.8,21.8,,,,,2.7,,,-4.3,,0.9,,57.0,18.3,11.8,5.8,6.8,,19.5,13.9,10.6
1987Q2,7.5,7.2,3.6,13.0,7.6,2.2,17.4,,,,,0.9,,,5.6,,2.0,,29.8,15.6,6.8,5.1,17.2,,1.4,11.5,6.3
1987Q3,5.8,7.2,11.6,-0.2,5.4,2.5,17.0,,,,,2.6,,,-16.3,,-7.6,,4.0,9.2,2.2,2.3,8.6,,3.9,-11.0,3.7
1987Q4,7.5,4.5,8.0,-1.4,8.5,5.1,15.8,,51.8,,,6.5,,,-1.8,,-4.7,,-4.5,11.4,6.4,4.4,14.6,,4.2,16.6,5.9
1988Q1,7.9,8.1,8.3,7.7,7.8,3.7,11.2,,39.0,,,13.3,,,-1.3,,5.3,,3.0,-8.9,5.6,4.8,7.8,,18.1,-11.7,5.4
1988Q2,9.6,10.3,11.8,7.9,9.4,10.0,14.1,,27.2,,,4.3,,,1.4,,5.1,,6.5,5.5,9.6,7.6,4.6,,20.1,5.4,9.8
1988Q3,7.5,2.0,4.0,-1.5,9.2,7.3,14.2,,29.3,,,6.3,,,2.3,,3.4,,4.4,10.1,6.6,5.9,11.1,,-1.5,7.8,5.3
1988Q4,6.0,2.6,7.5,-5.9,7.1,4.3,13.1,,32.8,,,5.6,,,-3.6,,-2.7,,-7.3,15.6,5.3,5.9,14.2,,2.6,6.4,4.9
1989Q1,5.4,0.0,8.3,-15.4,7.0,7.4,15.3,,27.8,,,4.7,,,-20.8,,0.6,,-19.9,16.4,6.4,5.9,12.6,,9.5,1.2,6.1
1989Q2,7.5,4.7,15.1,-15.7,8.4,5.9,12.2,,25.2,,,4.9,,,8.0,,-13.0,,15.2,16.5,5.6,3.3,13.0,,12.0,13.4,5.4
1989Q3,8.5,1.6,7.9,-11.7,10.6,7.4,15.2,,22.2,,,4.9,,,13.6,,7.4,,36.3,4.2,8.5,6.1,6.1,,13.7,6.1,8.2
1989Q4,8.3,11.9,18.4,-2.5,7.2,2.6,13.5,,18.9,,,5.0,,,-0.4,,2.8,,6.9,3.2,6.7,6.8,1.4,,11.1,1.5,7.1
1990Q1,7.0,15.2,24.1,-5.8,4.6,-1.1,11.9,,20.8,,,3.6,,,-7.0,,0.5,,41.8,9.0,7.1,4.9,-4.3,,5.7,3.2,5.7
1990Q2,5.9,6.7,12.0,-6.1,5.6,2.3,12.3,,20.4,,,-0.8,,,-1.3,,-1.5,,2.9,2.2,5.4,3.9,-3.9,,9.0,-12.1,5.3
1990Q3,4.6,8.5,13.3,-4.2,3.5,-0.8,9.0,,22.4,,,-2.2,,,2.4,,-5.4,,5.3,13.5,6.9,4.7,-5.3,,16.2,12.8,7.1
1990Q4,3.0,3.4,6.3,-4.6,2.9,-0.7,6.3,,20.7,,,1.8,,,1.3,,-18.2,,2.0,4.6,0.0,0.5,-9.6,,-11.4,3.9,-1.1
1991Q1,2.1,7.4,8.0,5.7,0.5,-2.8,6.2,,14.7,,,-4.6,,,-6.2,,-9.7,,-57.7,14.5,0.2,6.4,9.3,,-37.0,14.9,-1.5
1991Q2,3.5,13.0,16.9,2.2,0.6,-5.2,4.7,,13.2,,,-0.3,,,0.6,,6.7,,-70.3,-4.4,1.5,6.5,0.6,,-17.6,-7.1,0.4
1991Q3,1.8,15.8,22.4,-3.8,-2.7,-5.9,-0.3,,9.2,,,-1.7,,,-6.3,,-0.8,,-35.2,-3.5,0.9,3.9,-5.3,,-4.3,-27.0,0.2
1991Q4,6.5,23.5,31.0,0.4,0.7,-1.9,0.7,,11.0,,,-0.1,,,10.7,,2.5,,-21.2,14.7,6.5,1.9,-12.3,,16.3,0.8,6.0
1992Q1,4.8,16.0,20.2,1.8,0.8,-6.5,2.9,,6.3,,,3.1,,,9.4,,2.6,,11.2,-19.8,5.1,3.9,-13.2,,13.1,-8.3,4.7
1992Q2,2.3,9.2,13.7,-6.6,-0.2,-5.3,2.6,,5.3,,,0.7,,,-0.7,,-7.7,,-9.6,0.9,0.7,-1.0,-19.3,,-7.5,4.5,-0.3
1992Q3,4.2,16.1,21.3,-2.8,-0.4,-3.2,0.9,,5.2,,,0.8,,,-0.5,,0.3,,-73.4,12.6,2.3,-0.3,-11.5,,0.4,15.0,0.9
1992Q4,4.9,12.1,15.9,-2.9,2.1,-1.1,3.7,,4.2,,,0.6,,,6.8,,1.0,,0.8,1.2,4.6,2.2,-17.4,,4.7,7.7,3.4
1993Q1,3.9,9.4,11.8,0.0,1.7,-2.2,1.1,,4.1,,,8.8,,,2.5,,-4.2,,-45.7,-0.8,1.8,-0.9,-13.7,,1.6,7.2,0.9
1993Q2,6.6,14.9,15.8,10.9,3.2,-3.6,4.6,,4.6,,,8.6,,,5.3,,10.2,,3.6,10.7,7.5,3.6,-5.7,,6.4,14.7,6.4
1993Q3,5.0,4.3,4.7,2.8,5.3,-0.9,5.2,,-5.0,,,11.5,,,11.1,,15.7,,7.2,0.9,6.2,1.3,-14.8,,10.1,-11.7,5.2
1993Q4,4.0,2.9,4.5,-4.4,4.4,-1.8,5.9,,-5.5,,,12.2,,,-1.2,,-6.3,,18.5,-5.1,2.8,0.5,-8.0,,8.1,-11.2,1.5
1994Q1,6.4,7.2,9.3,-1.6,6.0,4.4,5.3,,-2.8,,,12.1,,,1.0,,1.4,,28.6,46.6,8.4,-0.2,-6.4,,13.2,62.5,7.3
1994Q2,7.0,6.6,5.8,10.1,7.2,9.9,5.0,,1.4,,,15.2,,,-6.4,,-7.8,,14.1,5.2,5.6,-1.9,-4.0,,18.6,19.5,6.0
1994Q3,6.9,-1.1,-2.4,4.3,10.3,11.0,8.2,,4.2,,,17.6,,,2.9,,-11.9,,85.8,12.4,7.6,1.2,9.5,,20.6,14.5,6.7
1994Q4,5.3,-8.8,-11.0,0.8,11.2,10.8,9.4,,4.6,,,16.0,,,10.1,,-2.3,,85.6,-0.7,5.4,0.6,15.1,,13.7,-11.2,3.9
1995Q1,6.6,-7.5,-5.3,-17.1,12.1,15.6,10.9,,4.1,,,11.6,,,9.3,,9.9,,68.0,17.7,8.9,2.1,17.2,,18.7,20.6,8.4
1995Q2,12.0,13.7,-2.5,85.6,11.4,11.9,9.8,,5.4,,,12.1,,,16.4,,-4.8,,40.5,30.0,13.4,3.7,19.7,,16.4,96.7,12.1
1995Q3,7.9,-0.2,-0.1,-0.7,10.9,10.0,9.6,,7.1,,,9.9,,,22.8,,9.2,,33.2,-4.0,8.2,7.9,15.7,,15.9,-3.6,8.0
1995Q4,4.2,-0.7,0.9,-6.0,6.0,5.1,4.4,,3.5,,,4.7,,,19.5,,7.0,,-4.4,8.3,4.7,3.1,7.1,,-2.4,-3.9,3.6
1996Q1,7.5,-1.3,-3.5,6.8,10.6,7.2,4.5,,5.2,,,24.6,,,19.1,,1.8,,15.7,11.2,7.6,5.4,6.8,,16.1,8.6,8.1
1996Q2,7.3,1.1,-2.4,13.9,9.4,6.8,3.9,,2.1,,,21.3,,,15.2,,-3.7,,20.8,-4.1,6.0,4.7,17.2,,18.5,4.3,6.1
1996Q3,4.3,-0.5,0.3,-3.1,6.0,7.2,4.8,,4.2,,,3.7,,,13.2,,4.3,,50.5,-2.7,3.9,4.5,19.2,,10.1,-18.2,3.9
1996Q4,7.8,0.6,1.3,-2.0,10.3,11.3,9.0,,14.3,,,9.3,,,15.2,,10.2,,0.3,1.9,6.8,8.9,34.3,,12.2,6.5,6.6
1997Q1,7.6,3.3,-0.2,15.4,9.0,8.6,8.6,,13.4,,,6.0,,,18.2,,3.1,,-11.5,48.3,10.3,7.3,24.5,,22.7,29.4,11.2
1997Q2,9.9,10.8,9.6,14.8,9.6,10.2,9.0,,14.5,,,5.9,,,18.6,,17.5,,23.4,3.7,9.9,6.7,23.9,,22.3,1.1,9.8
1997Q3,8.6,6.5,6.1,7.6,9.3,7.6,11.7,,18.9,,,5.4,,,11.8,,16.1,,-50.7,14.0,7.9,10.0,32.8,,16.1,8.0,9.6
1997Q4,8.6,17.1,15.6,22.2,5.8,8.3,6.0,,10.8,,,0.5,,,9.4,,14.7,,-11.5,8.2,9.6,7.9,14.6,,21.2,-10.4,8.9
1998Q1,12.8,19.2,15.9,29.8,10.6,10.6,7.4,,6.0,,,9.4,,,26.6,,2.2,,23.6,9.4,12.7,7.4,14.7,,18.7,28.7,12.5
1998Q2,7.5,2.7,-2.2,17.9,9.1,8.4,8.3,,-1.0,,,7.0,,,18.5,,-12.1,,36.4,11.4,7.7,6.4,8.1,,18.5,-20.1,7.3
1998Q3,6.9,6.5,1.1,22.7,7.1,12.7,1.3,,-1.4,,,5.2,,,19.9,,-6.3,,18.6,16.6,8.5,4.7,6.5,,10.4,33.8,9.1
1998Q4,11.2,15.3,9.3,32.3,9.9,14.7,8.6,,-4.2,,,4.7,,,13.4,,-9.4,,-53.4,19.7,11.2,8.0,15.0,,20.7,20.8,12.0
1999Q1,2.3,3.0,6.3,-6.0,2.0,0.5,5.6,,-2.8,,,1.7,,,-6.7,,11.2,,25.8,-11.9,0.6,3.5,3.9,,4.2,-27.3,0.1
1999Q2,3.2,2.5,3.1,1.0,3.4,2.2,3.0,,3.5,,,4.9,,,5.4,,5.8,,64.7,-12.0,2.3,2.1,0.9,,6.0,-24.3,1.8
1999Q3,7.0,6.5,3.1,15.9,7.1,9.4,9.9,,-2.5,,,5.3,,,-5.5,,-4.3,,-28.9,14.6,5.3,2.7,6.8,,15.1,17.0,6.8
1999Q4,8.6,6.3,1.3,19.9,9.4,10.3,13.3,,9.9,,,6.3,,,-2.3,,22.0,,99.9,6.9,10.3,7.7,37.8,,7.3,41.7,8.5
2000Q1,9.2,3.3,4.2,0.7,11.2,9.2,15.7,,28.3,,,8.5,,,3.5,,7.0,,22.2,25.8,11.0,7.7,22.3,,17.6,23.6,10.9
2000Q2,10.3,5.0,-0.9,20.5,12.0,13.9,17.5,,21.9,,,5.1,,,-2.1,,3.6,,-3.7,23.1,11.5,7.9,11.8,,9.5,32.5,11.8
2000Q3,7.9,6.6,-1.0,25.3,8.3,8.4,14.3,,23.2,,,-0.3,,,-1.6,,-10.3,,45.7,8.3,8.1,8.7,17.9,,4.2,6.1,7.9
2000Q4,2.6,-5.4,-12.4,10.7,5.2,3.7,4.3,,21.4,,,8.3,10.8,5.1,7.1,,-6.0,,19.6,14.1,4.7,4.6,2.6,,-0.5,9.2,3.5
2001Q1,5.9,4.6,-7.3,30.7,6.3,4.3,6.3,,15.1,,,7.8,12.7,1.4,8.4,,6.9,,1.3,24.0,9.0,9.8,7.5,,13.7,36.8,10.2
2001Q2,4.3,4.3,-3.2,19.3,4.3,-4.2,9.5,,12.7,,,7.3,9.9,3.9,-2.6,,-11.4,,-26.2,16.2,4.7,9.3,6.8,,-2.2,14.2,4.0
2001Q3,3.5,11.6,11.8,11.0,1.1,-8.0,3.8,,18.7,,,6.0,9.5,1.2,2.2,,30.1,,6.9,18.7,7.3,9.0,-1.8,,4.6,5.3,7.0
2001Q4,3.2,13.5,17.9,5.1,-0.1,-10.3,4.6,,27.4,,,4.5,9.7,-2.8,-4.9,,1.7,,27.0,28.8,3.9,7.1,7.9,,-1.1,-7.0,2.0
2002Q1,1.8,8.4,1.7,21.7,-0.3,-7.9,5.1,,28.6,,,1.9,2.2,1.7,-11.8,,-2.3,,-18.4,-21.5,-1.9,8.2,10.7,,-4.7,-40.8,-1.2
2002Q2,3.0,9.3,14.8,-1.1,0.9,-9.1,5.1,,36.3,,,6.8,12.9,-2.0,-6.9,,3.7,,59.4,-11.0,3.0,2.6,8.1,,-1.8,25.0,1.3
2002Q3,8.4,13.1,27.3,-14.2,6.8,-8.1,16.3,,35.5,,,5.0,3.9,6.6,-0.5,,12.1,,27.1,23.7,11.0,7.5,4.0,,15.7,68.6,11.8
2002Q4,16.4,22.9,31.8,4.0,14.1,-4.3,27.1,,30.1,,,8.9,5.8,13.4,2.1,,3.8,,27.5,18.2,17.1,10.2,-3.3,,27.6,11.7,16.6
2003Q1,12.5,16.2,20.0,7.3,11.1,-7.2,21.2,,27.0,,,14.3,17.5,9.6,-8.6,,-0.6,,-83.3,19.0,9.9,6.1,1.8,,7.9,22.3,9.7
2003Q2,10.6,15.9,22.8,-0.4,8.7,-7.5,14.3,,27.1,,,5.3,5.1,5.4,22.7,,5.9,,-8.3,14.5,11.8,8.1,-4.4,,16.3,2.6,10.1
2003Q3,3.5,-5.6,-16.2,21.0,6.8,-12.1,16.6,,26.1,,,1.1,0.3,2.4,4.5,,9.2,,-24.9,8.5,3.7,9.8,-1.0,,-2.0,-10.3,4.3
2003Q4,-3.3,4.1,9.1,-7.3,-5.9,-12.3,-4.5,,30.3,,,0.8,1.1,0.4,-16.0,,-16.8,,31.1,-1.5,-3.5,-0.1,-1.5,,-18.5,-6.7,-5.0
2004Q1,6.5,17.2,21.1,7.9,2.6,-9.4,5.5,,42.3,,,3.6,5.1,1.6,8.3,,8.5,,69.8,4.0,8.5,9.8,15.6,,12.2,5.5,8.1
2004Q2,10.6,7.0,8.7,2.8,12.0,-2.1,19.4,,38.7,,,5.3,7.9,1.3,10.7,,14.6,,71.8,8.7,10.8,14.5,21.6,,4.7,-36.7,8.1
2004Q3,5.8,1.4,-1.3,8.0,7.4,7.8,8.1,,36.6,,,2.2,4.6,-1.4,14.6,,-6.4,,10.7,24.1,9.7,9.5,24.6,,10.2,14.5,10.4
2004Q4,8.5,2.7,-7.1,26.5,10.6,6.7,15.2,15.1,39.3,8.5,15.4,1.6,3.4,-1.0,9.8,,-7.4,,-61.7,10.4,4.8,8.5,9.3,,-2.8,7.6,4.0
2005Q1,12.8,16.5,15.3,19.0,11.5,14.3,13.8,13.2,20.4,11.0,14.8,3.5,6.8,-1.6,8.6,,5.8,,-135.5,-1.1,5.4,7.9,19.6,,-10.2,16.2,5.2
2005Q2,8.9,2.1,-6.7,21.6,11.4,14.8,15.2,15.5,18.0,14.7,14.8,0.5,1.2,-0.8,4.2,,0.7,,21.7,6.6,9.3,7.0,18.2,,5.3,13.3,7.2
2005Q3,10.4,1.5,-4.8,14.4,13.6,10.9,17.6,17.3,13.9,18.4,18.1,3.9,1.4,7.8,13.1,,5.3,,-4.3,3.1,8.5,10.4,19.0,,5.8,-4.1,9.3
2005Q4,6.7,-3.5,-4.9,-0.8,10.2,11.5,10.9,7.7,2.2,9.3,16.4,2.7,2.7,3.0,18.1,,-4.2,,-11.0,13.3,7.0,8.0,16.0,,8.3,5.6,7.5
2006Q1,8.3,4.2,-0.5,13.3,9.7,13.2,10.0,6.7,3.2,7.8,15.4,2.2,2.7,1.3,15.7,,-6.0,,27.0,9.5,8.5,7.5,19.8,,18.1,-4.5,7.9
2006Q2,10.9,10.9,11.2,10.4,10.9,16.7,10.9,8.7,1.4,10.9,14.5,5.3,4.5,6.7,10.0,,-14.7,,-39.2,31.4,11.6,8.2,25.0,,8.3,42.5,12.4
2006Q3,8.9,2.3,2.5,1.8,11.1,17.9,11.0,9.6,2.0,11.8,13.4,6.0,7.2,4.1,7.9,,-6.5,,-14.9,6.0,7.5,6.8,18.7,,8.4,8.6,8.0
2006Q4,5.7,-1.5,-7.5,9.9,8.0,7.8,8.2,6.5,0.3,8.3,10.9,5.7,4.7,7.3,11.3,,10.6,,34.0,1.6,7.5,6.4,12.6,,18.6,-0.3,6.4
2007Q1,7.4,5.7,-2.9,21.4,7.9,11.1,7.7,7.4,3.2,8.5,8.3,4.9,3.7,6.8,7.9,,3.1,,54.0,2.5,8.6,7.8,4.9,,12.1,4.1,8.6
2007Q2,7.6,5.4,-5.3,23.8,8.3,12.7,7.5,7.3,1.9,8.7,7.9,4.9,7.0,1.6,10.2,,-11.7,,-16.3,14.9,8.0,9.2,7.3,,9.7,22.0,9.6
2007Q3,9.7,6.5,-2.4,20.7,10.7,18.8,6.8,5.8,6.1,5.8,8.4,5.1,6.6,2.7,29.5,,-3.8,,-14.2,16.0,10.4,6.0,10.5,,19.5,4.2,12.1
2007Q4,9.2,4.7,-13.2,31.7,10.5,24.5,5.6,3.0,11.1,0.9,9.6,6.2,8.2,2.9,19.8,,13.2,,0.7,33.3,12.3,11.6,36.0,,10.8,30.0,12.5
2008Q1,5.4,-5.8,-7.0,-4.2,8.9,17.9,4.5,0.5,10.0,-2.0,10.6,6.1,6.7,5.0,20.9,,5.9,,16.2,35.4,9.3,7.5,15.2,,10.2,31.7,8.9
2008Q2,2.7,1.3,-1.8,5.4,3.1,11.5,0.5,-4.5,12.3,-9.2,8.1,7.6,5.7,10.7,-6.6,,-2.1,,1.7,-0.5,0.3,4.2,3.5,,10.4,-28.8,1.9
2008Q3,-0.5,-1.8,5.3,-11.2,-0.1,7.8,-4.6,-10.7,13.0,-17.6,4.2,5.0,4.0,6.6,0.3,,22.0,,-58.9,1.5,-0.7,5.0,0.5,,7.5,-14.5,3.1
2008Q4,2.7,-1.1,10.2,-16.6,3.7,13.8,-1.3,-4.2,12.2,-9.4,2.8,1.4,1.1,1.9,14.6,,567.2,,-22.7,68.4,20.7,4.3,-29.0,,16.0,64.2,25.3
2009Q1,-4.0,-0.6,9.0,-14.7,-5.0,-12.1,-1.6,-2.2,8.7,-5.9,-0.8,5.5,3.9,7.8,-25.6,,40.0,,-62.6,-18.7,-4.9,4.9,-21.8,,-22.0,-30.7,-6.6
2009Q2,-3.7,6.5,2.6,12.7,-6.6,-17.0,-2.0,-1.7,2.7,-3.2,-2.5,-4.2,-7.3,0.8,-14.8,,23.8,,123.1,-25.5,-4.7,7.4,0.7,,-13.3,-45.3,-5.7
2009Q3,-7.2,11.5,20.9,-2.7,-12.9,-27.4,-8.5,-10.1,-4.0,-12.3,-6.3,-7.2,-8.6,-5.2,-16.8,,5.8,,68.5,-14.3,-11.4,3.8,-0.6,,-39.2,-49.6,-12.8
2009Q4,-8.8,5.7,14.7,-8.8,-13.4,-23.5,-10.9,-11.8,-5.0,-14.2,-9.6,-7.6,-13.4,1.3,-18.2,17.0,105.4,,-84.0,-11.2,-4.3,4.1,-1.5,5.9,-35.9,-19.6,-5.1
2010Q1,-7.4,2.5,10.5,-11.3,-10.6,-20.1,-7.8,-7.0,-4.2,-8.1,-8.9,-9.0,-14.7,-0.5,-11.1,2.3,12.8,,-67.1,32.0,-1.7,1.2,-5.9,3.4,-68.4,-7.1,-15.5
2010Q2,-6.3,0.3,9.5,-16.3,-8.6,-14.3,-6.3,-4.4,-3.4,-4.8,-8.9,-12.1,-15.6,-7.2,-4.8,-4.9,-30.6,-13.8,-281.2,0.4,-11.0,-0.5,-24.6,7.0,28.0,20.7,2.2
2010Q3,0.4,13.2,21.4,-2.7,-4.2,-3.2,-4.8,-1.9,-3.7,-1.2,-8.8,-6.6,-11.5,0.2,2.6,-16.5,-4.3,9.9,25.1,-0.1,0.6,3.8,2.7,4.1,-18.0,27.3,0.9
2010Q4,0.7,9.1,13.9,-0.5,-2.4,-0.2,-3.5,1.0,-5.9,3.6,-9.9,-7.2,-8.1,-5.9,8.9,-18.6,-7.5,1.4,262.1,6.1,2.0,4.9,-1.7,6.8,-12.3,9.8,0.7
2011Q1,-2.5,-2.6,-1.3,-5.2,-2.5,4.2,-5.9,-4.1,-6.4,-3.3,-8.4,-5.3,-4.6,-6.2,9.6,-15.3,70.6,-20.9,-18.5,-10.3,2.9,3.8,-6.7,6.7,-19.2,-31.5,2.1
2011Q2,-0.6,1.9,5.4,-5.5,-1.5,7.8,-7.7,-8.1,-6.3,-8.8,-7.1,0.4,-0.1,0.9,13.0,-23.0,87.5,-7.7,15.0,2.8,9.8,9.8,7.9,10.3,-20.0,4.6,10.4
2011Q3,2.2,2.6,1.4,5.3,2.1,10.5,-2.1,0.6,-6.0,3.0,-6.0,-0.2,-0.6,0.3,12.6,-22.9,19.0,33.2,-281.5,-0.1,3.9,9.5,-37.6,22.1,-14.7,24.5,5.6
2011Q4,4.0,5.3,5.6,4.4,3.5,10.3,0.6,4.1,-5.1,7.4,-4.5,-1.2,-3.5,2.1,13.8,-15.2,-7.2,27.8,22.3,0.3,3.1,3.1,-18.8,8.1,-7.8,5.5,2.9
2012Q1,4.5,10.0,11.9,6.0,2.4,10.7,-1.7,-0.9,-5.6,0.8,-3.0,0.6,-1.2,2.9,10.2,-14.7,-1.6,2.3,61.5,-11.1,2.1,5.0,-10.9,8.4,-13.5,3.2,0.8
2012Q2,3.6,6.0,10.9,-4.8,2.7,11.2,-0.9,-0.1,-6.4,2.0,-2.0,1.0,0.1,2.2,7.1,-19.6,-14.3,7.7,-1.7,0.3,1.4,5.3,-3.0,7.0,-3.8,-3.8,2.0
2012Q3,4.9,9.0,9.7,7.3,3.3,12.4,0.0,0.6,-7.3,3.2,-1.0,0.1,-0.8,1.1,7.1,-15.9,-0.7,13.0,-1.7,-2.9,3.8,8.5,8.2,8.6,-1.4,-3.8,3.6
2012Q4,2.9,5.1,0.8,15.1,2.0,10.1,-0.7,-1.8,-8.9,0.5,1.0,1.1,0.5,2.0,0.5,-20.0,7.9,19.3,-11.8,-2.5,3.7,9.3,2.0,10.8,-4.3,-9.5,2.9
2013Q1,2.7,1.4,-2.3,9.6,3.2,8.7,-0.3,-1.9,-8.1,0.1,2.2,1.2,-0.2,2.9,12.1,-15.5,44.6,8.6,8.7,-6.0,7.4,6.3,8.5,5.9,3.0,-11.8,8.4
2013Q2,1.0,-2.5,-7.8,8.9,2.5,5.7,-0.8,-3.5,-10.3,-1.4,3.2,3.0,0.2,6.4,10.6,-15.6,42.0,-16.4,35.6,-12.3,4.8,4.7,-2.1,6.1,-5.9,-2.9,6.9
2013Q3,-0.7,-7.3,-12.1,2.9,1.9,5.8,-2.6,-7.8,-7.7,-7.8,5.2,2.2,-1.0,6.2,13.5,-17.9,50.9,-27.9,31.1,-10.2,5.3,5.8,10.6,4.9,-4.8,-31.6,7.0
2013Q4,3.1,0.9,-1.4,5.5,3.9,6.7,-0.3,-5.4,-7.3,-4.8,7.1,4.4,2.3,7.1,15.9,-16.8,46.9,-15.6,-60.6,-8.6,8.6,8.2,4.4,8.9,7.2,-17.5,8.7
2014Q1,5.8,5.6,7.2,2.4,6.0,13.3,1.8,-1.7,-6.0,-0.4,6.5,4.3,2.4,6.7,12.0,-18.0,16.3,5.0,-27.2,-0.3,7.3,7.6,10.9,6.9,7.5,-11.4,7.4
2014Q2,6.8,6.7,11.1,-2.1,6.9,12.0,3.5,1.2,-3.4,2.6,6.7,6.7,5.0,8.8,11.0,-10.9,12.8,28.4,9.1,1.7,8.2,7.7,7.9,7.7,22.1,-12.5,9.0
2014Q3,7.0,7.9,13.8,-4.4,6.7,11.1,2.8,-0.2,-4.1,0.9,6.8,5.4,3.8,7.2,15.8,-12.0,15.4,6.2,-19.6,0.2,8.1,4.9,-3.5,6.6,18.5,7.2,8.6
2014Q4,5.7,6.0,11.0,-4.8,5.5,9.6,1.7,-1.8,-2.5,-1.5,6.3,1.9,0.0,4.2,17.5,-11.0,2.7,-13.7,-39.4,7.7,4.8,4.8,7.1,4.3,8.3,32.8,4.3
2015Q1,12.1,11.1,15.0,2.3,12.4,12.9,11.3,2.0,-3.1,3.5,23.3,4.9,3.5,6.6,25.0,-8.4,-10.5,14.1,83.3,10.6,8.0,8.2,5.9,8.6,4.5,31.2,5.5
2015Q2,7.5,7.6,10.0,2.1,7.5,10.7,4.6,1.8,-5.1,3.7,8.2,6.1,5.3,6.9,13.3,-4.7,-12.9,1.6,-3.4,-8.8,2.2,3.3,-4.7,4.8,9.0,-26.0,2.1
2015Q3,5.3,1.1,3.4,-4.2,6.9,8.4,4.9,0.1,-5.8,1.7,10.7,6.9,6.8,6.9,11.1,0.0,-11.1,-10.5,-53.9,-3.6,1.1,4.5,3.1,4.8,-1.6,-17.4,1.0
2015Q4,6.4,4.0,6.4,-1.7,7.3,8.5,5.7,1.3,-2.8,2.4,10.8,7.6,7.0,8.4,10.5,-1.8,2.1,-5.1,42.2,-4.2,4.5,3.5,-2.0,4.6,13.4,-9.1,4.1
2016Q1,7.3,7.0,8.7,2.7,7.5,7.4,6.7,2.8,-5.4,5.0,11.3,7.6,6.5,8.7,10.0,1.2,-20.5,8.6,-10.9,5.7,2.6,3.0,-6.1,4.6,5.9,4.9,2.2
2016Q2,7.1,7.3,8.6,4.2,6.9,7.4,6.5,3.5,-6.3,6.1,9.8,7.6,7.2,8.0,7.0,6.0,1.5,-4.6,71.0,-0.4,5.3,6.4,-6.7,8.7,8.4,5.1,5.9
2016Q3,6.9,10.2,12.1,5.6,5.7,3.1,6.9,3.9,-6.0,6.5,10.2,6.8,6.4,7.2,4.4,1.8,-14.0,18.2,50.8,3.1,3.7,5.2,-15.9,8.8,4.2,5.4,3.7
